date,gross_return,transaction_cost,turnover,return
2020-12-31,0.029277986744129247,0.0007971630720288367,0.9964538400360459,0.02848082367210041
2021-01-31,-0.01138323379940053,0.0004658566703586926,0.5823208379483658,-0.011849090469759222
2021-02-28,0.015647060595451203,0.0006054139003828143,0.7567673754785178,0.015041646695068389
2021-03-31,0.041663400979936725,0.0007406816101541495,0.9258520126926869,0.040922719369782576
2021-04-30,0.03208695743283769,0.0007669161925166617,0.958645240645827,0.03132004124032103
2021-05-31,0.03212719412649435,0.0007883976198296816,0.985497024787102,0.031338796506664664
2021-06-30,-0.016808390163599154,0.0009162207659607135,1.145275957450892,-0.01772461092955987
2021-07-31,-0.010754998005720526,0.0008658920399697973,1.0823650499622466,-0.011620890045690323
2021-08-31,0.022822877711095434,0.0008658920399697975,1.0823650499622468,0.021956985671125636
2021-09-30,-0.06119113612001348,0.0004678352389792036,0.5847940487240045,-0.06165897135899268
2021-10-31,0.07952565828892859,0.0007869466956941959,0.9836833696177448,0.0787387115932344
2021-11-30,-0.004555725506890771,7.012289769462543e-05,0.08765362211828179,-0.0046258484045853965
2021-12-31,0.031895257563396125,0.00025236903393333234,0.31546129241666543,0.031642888529462794
2022-01-31,-0.06658219845094326,0.0004535437564033002,0.5669296955041252,-0.06703574220734657
2022-02-28,0.0031565484108800577,0.0008614105472024744,1.076763184003093,0.0022951378636775835
2022-03-31,0.06725067011734559,0.00045411209145622563,0.567640114320282,0.06679655802588937
2022-04-30,-0.02800989430725282,0.00035100105467547393,0.43875131834434244,-0.028360895361928293
2022-05-31,0.04873681225252685,0.0003712143662859825,0.46401795785747807,0.04836559788624087
2022-06-30,-0.10122957411986508,0.0003884888082661708,0.4856110103327135,-0.10161806292813125
2022-07-31,0.06900816840438248,0.0006680266981266753,0.8350333726583442,0.06834014170625581
2022-08-31,-0.0019287429830690279,0.000519586698248032,0.64948337281004,-0.00244832968131706
2022-09-30,-0.09950655062752473,0.00014070581482501261,0.17588226853126576,-0.09964725644234974
2022-10-31,0.11323328997502595,0.0008748192557900779,1.0935240697375974,0.11235847071923587
2022-11-30,0.04372565033839674,0.0006259131685422611,0.7823914606778264,0.04309973716985448
2022-12-31,-0.02383415651427168,0.0004935250994355997,0.6169063742944997,-0.02432768161370728
2023-01-31,0.021927749502045697,0.0008068704846223323,1.0085881057779154,0.021120879017423363
2023-02-28,-0.023970770522577935,0.0012553534030301044,1.5691917537876305,-0.025226123925608038
2023-03-31,-0.01453811122624748,0.0005157677858335527,0.644709732291941,-0.015053879012081033
2023-04-30,0.0010487543501444103,0.0012290343065283701,1.5362928831604625,-0.00018027995638395986
2023-05-31,-0.005257088400669026,0.000144370150195225,0.18046268774403124,-0.0054014585508642505
2023-06-30,0.05536862869294275,0.0007293411617106724,0.9116764521383405,0.054639287531232074
2023-07-31,0.024087991804767294,3.7275925722651656e-05,0.046594907153314574,0.024050715879044643
2023-08-31,-0.020189931454361043,0.0006828686812438056,0.853585851554757,-0.020872800135604847
2023-09-30,-0.05139940916254791,0.00040650447908920117,0.5081305988615015,-0.051805913641637114
2023-10-31,-0.033859617237765434,0.0009056858739121793,1.1321073423902241,-0.034765303111677616
2023-11-30,0.08484497113820348,0.0010339811417278018,1.2924764271597522,0.08381098999647568
2023-12-31,0.05133872039274176,0.00044659947877620157,0.558249348470252,0.05089212091396556
2024-01-31,0.015001003480153501,0.0007301035065223796,0.9126293831529745,0.014270899973631122
2024-02-29,0.03649339533848842,0.00042123733840388204,0.5265466730048526,0.036072158000084543
2024-03-31,0.029418914422707887,0.0003863297177361975,0.4829121471702469,0.02903258470497169
2024-04-30,-0.03587066489601198,0.0008132646568049321,1.016580821006165,-0.036683929552816914
2024-05-31,0.02700346077450728,0.0006625822878205734,0.8282278597757167,0.026340878486686706
2024-06-30,-0.015822761935439245,0.0004324299434753158,0.5405374293441447,-0.01625519187891456
2024-07-31,0.00320219063463938,0.0012995391100548744,1.624423887568593,0.0019026515245845054
2024-08-31,0.014748874433335914,0.0009867589592967509,1.2334486991209386,0.013762115474039164
2024-09-30,0.011900834139539039,0.0007579172023904554,0.9473965029880692,0.011142916937148584
2024-10-31,-0.017680321950645297,0.0011605389525652687,1.4506736907065858,-0.018840860903210566
2024-11-30,0.07821405712547569,0.0009440053760466012,1.1800067200582516,0.0772700517494291
2024-12-31,-0.044000217715476665,0.0007327425485818366,0.9159281857272958,-0.0447329602640585
2025-01-31,0.04501005752830779,0.00041328821371550015,0.5166102671443752,0.04459676931459229
2025-02-28,0.0032793366144436634,0.00045585766437846316,0.5698220804730789,0.0028234789500652
2025-03-31,-0.021629065169148372,0.0001333886545118455,0.1667358181398069,-0.021762453823660217
2025-04-30,-0.04836712955374052,0.0004899846181774921,0.6124807727218652,-0.048857114171918015
2025-05-31,0.05330910716072524,0.0008714316865744841,1.0892896082181052,0.052437675474150756
2025-06-30,0.05111616182375171,0.0008808980574538445,1.1011225718173057,0.05023526376629787
2025-07-31,0.025066405387445097,0.0003569788401731512,0.446223550216439,0.024709426547271946
2025-08-31,0.0007926042149288574,0.00048437062218080804,0.60546327772601,0.00030823359274804936
2025-09-30,0.03989521040500403,0.0003567489329613019,0.4459361662016274,0.03953846147204273
2025-10-31,0.014569241988396292,0.0007173439491984316,0.8966799364980396,0.01385189803919786
2025-11-30,0.013999483636374543,0.001106630150398285,1.3832876879978562,0.012892853485976258
2025-12-31,-0.014138455729048134,0.0006028152344464653,0.7535190430580817,-0.014741270963494599
2026-01-31,0.02153512275377633,0.0006877692354427875,0.8597115443034844,0.020847353518333542
2026-02-28,0.07017585863992214,0.0007390608600800078,0.9238260751000097,0.06943679777984213
2026-03-31,-0.012042388351095192,0.0006195044963352629,0.7743806204190786,-0.012661892847430455
2026-04-30,0.055469815428219,0.0007412971237985568,0.926621404748196,0.054728518304420444
