,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-01-31,-0.38063594337431983,-2.1586519057593496,0.9333067044863838,0.06411436845165096,0.8082754464632953,-0.07817542317787417,-0.365264985360332,0.6509705058430156,0.5260612324275294
2015-02-28,-0.21084032767292626,-1.071995833631271,0.6406787537653187,-0.12997990874358556,0.2728805954098376,-0.3742948899629766,0.5291319954001107,0.528448783580411,-0.18402916814491976
2015-03-31,-0.8139488204690305,-1.7894532124368379,0.1501442308751045,-0.21203746244255453,0.1851893015650039,0.6991764131674612,0.49543355917411747,0.8857822358191345,0.3997137547476018
2015-04-30,-0.6288395404212856,-2.0012454929759786,0.21311490872530206,0.13367812706208612,0.21162730753320422,0.3805224184188951,-0.562063575435487,1.3775510469675085,0.8756548001257543
2015-05-31,0.021177274973033816,-1.0442001592073968,-0.8162132913719735,-0.3856405222472354,0.021672570460789586,0.5089916404061553,0.11167365476148658,1.0745832526331547,0.5079555795919865
2015-06-30,-0.5254188899918438,-1.2639037339766772,-0.01706010217400765,-0.46022404573045766,0.33328191855441963,0.26115174224507465,-0.18756882913334544,1.1900812253563209,0.669660714850517
2015-07-31,-0.5777664576413069,-1.1488642141510386,0.10848067204210793,-0.21940914207908416,-0.22890476125731485,0.5810847040275908,-0.5059147787774941,1.2728622616186738,0.7184317162178661
2015-08-31,-1.0061957879580985,-1.672701357418016,0.6584994280152374,-0.11645898872561675,0.3944027101590881,0.62237598377277,-0.3998271396975031,0.6896098477340238,0.8302953041181148
2015-09-30,-1.190289177016823,-1.447303282685201,-0.15857590115437487,0.09772503911068081,-0.1845943277472956,0.6811450972423723,0.10883589353565082,1.179221076399913,0.9138355823150778
2015-10-31,-1.4927447277698218,-1.7668472800103168,0.4229204040692984,0.16613625160658296,0.2843183475921305,0.7346815983723914,0.6870521406464705,0.17753723963776133,0.7869460258555037
2015-11-30,-0.6805177851866248,-0.8323854219443387,0.4472303209109546,0.5121739777650909,0.4696391841958263,0.2828572806677997,-0.6285515354952217,0.009140719852455008,0.42041325923405787
