ticker,sector,weight,predicted_return,forecast_score,composite_score,momentum_score,stability_score
XLE,Energy,0.3424515209709847,0.012478310169235408,-1.0341285602637282,0.5357229978910808,2.3049380243032265,-0.585651259599198
XLK,Technology,0.2527017364618554,0.07224171324029982,1.8538747042394932,0.27306062545177534,-0.3986098037536967,-1.9274322970323892
XLY,Consumer Discretionary,0.21286909523580036,0.06451917261058747,1.4806910934878101,0.15648612778381654,-1.0379857659877942,0.20868856722133264
XLU,Utilities,0.19197764733135952,0.04200704314753062,0.3928162396593201,0.09534506432294082,-0.37199505075334033,0.704108941988106
XLB,Materials,0.0,0.014079931783034311,-0.9567318891998333,0.021129262679150308,0.9022897561369102,-0.014722479350173
XLI,Industrials,0.0,0.03402493268326806,0.007089191100787868,0.0602898906296325,0.20310987494203273,-0.22630153023064925
XLF,Financials,0.0,0.01692984756848042,-0.819012722134653,-0.43070853833268485,-0.9199006828739458,2.0723457187630134
XLP,Consumer Staples,0.0,0.01896780239765551,-0.7205307097805506,-0.24482731507793246,0.09411776731750544,0.006879823609402374
XLV,Health Care,0.0,0.02965532775268922,-0.204067347108647,-0.4664981153477799,-0.7759641193308976,-0.23791548536944815
