Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2015-02-28,0.07968100264962596,0.045929586781365384,0.05823569663239048,0.05350976204256841,0.07994979070965424,0.04144131995630662,-0.06394877983905867,0.042875496808037594,0.08544093835035715
2015-03-31,-0.049048132450502435,-0.011552270930059727,-0.006160372707471828,-0.02546088059297591,-0.034355527266835884,-0.019426388207760104,-0.009953287196620364,0.006406332634942169,-0.004830031833993109
2015-04-30,0.0336201955604587,0.0657385050400181,0.0008293679277573407,-0.002510226575162089,0.027509711595239628,-0.007591420894347167,-0.004726571959115966,-0.010896237043783286,-0.0005304591214372323
2015-05-31,0.003768425552471255,-0.05188641430622998,0.019477530522245656,0.0032358855915253226,0.018553116656756297,0.008683003583205506,0.006332104422214879,0.045042470293112036,0.013145584203706484
2015-06-30,-0.039495696942627445,-0.03483505898209016,-0.004609839719063369,-0.0265472900207554,-0.04112801523468168,-0.01834388871071757,-0.0598402804987902,-0.003920009679450942,0.005544460341655899
2015-07-31,-0.0504235815325621,-0.07690279042674197,0.034043998615753024,0.0029595437379206224,0.028502300694094984,0.05693275175087953,0.061022603632099326,0.029573769232061675,0.04890199219330493
2015-08-31,-0.05636563865060795,-0.04251933433343025,-0.07060653238831094,-0.05403877550059433,-0.05519066059709887,-0.05963001143269464,-0.034780464356468865,-0.07964481005366608,-0.06532091880631463
2015-09-30,-0.0742138816692236,-0.07193395601681951,-0.02813445905567724,-0.022040890848079142,-0.01371861124766982,0.0038984741703100845,0.02917463450267599,-0.0570283333853423,-0.005869340078479612
2015-10-31,0.13426870306011573,0.11160142668543305,0.06266583146872651,0.08779345355892665,0.10506358121950199,0.05700369974259578,0.010625870250039027,0.07715530041249119,0.09035820166934094
2015-11-30,0.009937988171191847,-0.0001471831733106388,0.019933278053468673,0.008660299770737678,0.007102057257633021,-0.009222483667441495,-0.021257142233465087,-0.0032242034317252477,-0.0023468149141951944
2015-12-31,-0.0434010019590797,-0.10516969810333565,-0.02364354339861552,-0.025724361790888883,-0.020811630965948402,0.029176892151061562,0.021192160705370222,0.017228817124086637,-0.028431192614313594
2016-01-31,-0.10709337626096205,-0.03497966959222354,-0.08854393699314567,-0.05697038480721717,-0.03712344945983104,0.0053476947939834485,0.0494446472819432,-0.07718996733388395,-0.051816803155693925
2016-02-29,0.07815319744317728,-0.02800235682490171,-0.029005526286276284,0.04260850168415442,-0.006547080894269253,0.0031518807934960424,0.01937491708121808,-0.0036106698322830866,0.004452757494424642
2016-03-31,0.07573069246568243,0.10165942710691711,0.07159167977050784,0.06973547506580569,0.08821700744135597,0.04738349333338698,0.07976468097655931,0.027074598164914976,0.06697445590622997
2016-04-30,0.051104078340926895,0.09064447537186449,0.03599987710181307,0.0124393784926764,-0.05027070469021255,-0.014323515040540968,-0.02418367707637159,0.02965452842924754,0.0012639314275990632
2016-05-31,-0.0033966220241924416,-0.009333226768644565,0.018876259327125444,-0.0042737601951345905,0.048896475060294264,0.006883349311753273,0.01507612406463954,0.02235339855708296,0.0005052530062128469
2016-06-30,-0.00784582372671272,0.027206964213385643,-0.03232706411810493,0.007131721006528924,-0.013778230682627735,0.05358537845039679,0.07628086412709023,0.009091047913792893,-0.0113953079043152
2016-07-31,0.050712340590871374,-0.012602266026672027,0.0345579331646233,0.03624364682775938,0.07101711168484948,-0.008159575919918338,-0.006670671234907499,0.048668528633804,0.04560601342281889
2016-08-31,-0.00266988625921849,0.016770542782680975,0.03847782104780251,0.009476220739206287,0.011625481722234765,-0.005850124893277853,-0.05544872594162542,-0.03244726163627576,-0.012987195710966737
2016-09-30,-0.011611945032425797,0.03688167860432978,-0.02801776911150944,0.001861270674029969,0.021017938479241716,-0.015455223412794483,0.003610782543734148,-0.0050959906685768,-0.0026665981322784305
2016-10-31,-0.020942154674164937,-0.028182929980084315,0.022798213078184526,-0.0200412512995497,-0.0075345990765041115,-0.007705549384219745,0.008981274654976223,-0.0658714187916144,-0.02423777941619709
2016-11-30,0.06823511134348093,0.084669107702668,0.14032396955195403,0.09089353585047033,0.0016869292328502983,-0.042045475481050754,-0.054218156374507775,0.020635201978269846,0.048015369092262006
2016-12-31,0.0017664285013538894,0.017307752005615296,0.03756449272165474,0.0030605114075901163,0.022598689594715005,0.02996592156949318,0.0489885102226999,0.007162677377126281,0.00039063954600515594
