,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
ma_ratio_XLB,0.003743183918736715,0.0051508978251984675,0.0004691955547181904,0.00169701006830627,0.008084409189972865,0.0024546852109022005,0.007793973974058973,0.006269190134452576,0.008959843650767896
ma_ratio_XLE,0.01199364431767153,0.010439906045185165,0.0084228280918209,0.0047918471942257,0.01234608401712563,0.012601505511219059,0.007182303084580228,0.0005423950196927988,0.010212956432628213
ma_ratio_XLF,0.003823327657083265,0.001163287739371339,0.0032648798688126456,0.005268077360658127,0.00962715018184828,0.002085662268449294,0.02117621496087465,0.005883706064681567,0.0007703851786454005
ma_ratio_XLI,0.005794946448922872,0.0017990599958768029,0.0004663983510704142,0.0009036078307654087,0.007344043267877954,0.004078825216883711,0.002937748241602744,0.0032970137576457063,0.011293565197239905
ma_ratio_XLK,0.00620370969826905,0.005731217136668066,0.005946422856838593,0.009900305350626507,0.033979658661941414,0.01479375752929488,0.018431991667806645,0.028714603581217434,0.010481356250635803
ma_ratio_XLP,0.006774041047374073,0.0019056948039335698,0.02566762464708347,0.01642149005740646,0.017714552921347222,0.004960829348337291,0.0238484897020232,0.023750220306204117,0.0026709208712325334
ma_ratio_XLU,0.005887789472064974,0.01470338646680457,0.014325083357772819,0.009818831239949043,0.005330176450335994,0.0025692548355661276,0.004884565974200123,0.016315129950465176,0.021474488962899385
ma_ratio_XLV,0.025968576906212914,0.01570799514037225,0.023925629673119373,0.024382987553296483,0.017083874821540675,0.025890993599674464,0.03668168072683349,0.008800142804044389,0.007930150958354197
ma_ratio_XLY,0.014653820813103523,0.014770668404515625,0.010808656242970756,0.01710792760624134,0.03566114615526073,0.019905365301929386,0.012456377761628683,0.011685026807893906,0.02669518894978051
mom12m_XLB,0.028922025616885925,0.014416931798793817,0.012976397869271336,0.04005750954993866,0.006063784819285105,0.009126371307972388,0.004035525148424383,0.0033292776084661944,0.005131932750244125
mom12m_XLE,0.021807052463558317,0.017466978996485458,0.010552127471202318,0.015318337415560485,0.023796834738410357,0.00340093253595843,0.003389725747976257,0.011250358137592778,0.03248250511685483
mom12m_XLF,0.089912226027781,0.16407153576220823,0.0971005050072094,0.10898458796336041,0.04507842337383305,0.11514003561343715,0.007361795395064215,0.05769001589862093,0.042629580442544064
mom12m_XLI,0.00328493202584814,0.013974109000476036,0.003790519111994436,0.0008612326270812956,0.005831580123065475,0.00624434967795304,0.008793703841617054,0.0006011692237473234,0.006907545737652061
mom12m_XLK,0.007638459210178566,0.002552455512740625,0.020934333960052075,0.008443599231660031,0.004547584451473544,0.007014124425585312,0.012348055891082116,0.007490791652435777,0.012326955768590997
mom12m_XLP,0.007478537370112154,0.019403640322711132,0.011892595269496323,0.012462393715309737,0.015968368091646253,0.008995099027313271,0.009714457263025084,0.013022956111975608,0.027723194496088864
mom12m_XLU,0.018237525636850115,0.004163836971064831,0.018610587123492776,0.005674665534895865,0.014410308586231022,0.010969103116222003,0.019127635298972424,0.049142089519257796,0.011548826872167395
mom12m_XLV,0.011644947785260486,0.0034329987598719744,0.04061860717691418,0.013464867806496805,0.0034830387073491974,0.018900886162796223,0.008534632235155838,0.03124528631344278,0.0025666053981927713
mom12m_XLY,0.026658250738888462,0.010721813438168387,0.015031095445587351,0.005137602983457474,0.0026435001663161787,0.029184411890322105,0.012694521711816422,0.01072313291322301,0.008966192113418698
mom1m_XLB,0.04318984544498009,0.006499222909421963,0.007483258119258426,0.0056326701334800675,0.012227938321341031,0.003699925963981487,0.012232815952218002,0.028570589718528074,0.01863269671227217
mom1m_XLE,0.027982425329527452,0.11580321808059556,0.1251505811645434,0.10306920126325078,0.006521382427687771,0.015508536996384426,0.04641982257491229,0.03415903189433201,0.02358967718734299
mom1m_XLF,0.025287486626704284,0.0015547042388444241,0.011991599930234213,0.007285591302345316,0.0071682797268233555,0.006175571894576977,0.05287049411765788,0.024592064319125806,0.008253995560133552
mom1m_XLI,0.009655185420724433,0.012871457026117505,0.023940044315420433,0.014798620332346234,0.0017873887993948142,0.005185793762166849,0.02232725816726919,0.013415728905495215,0.002834395369388841
mom1m_XLK,0.008100135212934867,0.010126961077360993,0.003979075717361608,0.013309198173478467,0.017349353053035425,0.006895671939984118,0.013234024754360897,0.03084701278068943,0.016632221626953252
mom1m_XLP,0.00675258781548191,0.02020768535587489,0.004656327635692238,0.0221279290176553,0.004023325741151889,0.0025477675619559317,0.007666149326938784,0.024802345315875125,0.004613830397330399
mom1m_XLU,0.005630550102183466,0.011264670337459353,0.025677554761991437,0.022540256151401032,0.010313690586373896,0.0030889259891765447,0.022118887516286337,0.04260574064022552,0.0342298372211272
mom1m_XLV,0.0051604966254315855,0.012606028510092276,0.009930868970870827,0.014179337454304613,0.004556487426392919,0.013936820897796723,0.0073139338784865265,0.009606972086413533,0.016865556300764382
mom1m_XLY,0.01863580484352334,0.018742451224505324,0.005451146488173013,0.005260622990260086,0.030934057546306747,0.0286918172091559,0.03746244051399482,0.020045031742536933,0.05161428682660795
mom3m_XLB,0.0072437373425761195,0.010600247903235122,0.00030450201627926446,0.01387846145936244,0.006350633898496123,0.01545770189323997,0.0018321500561258293,0.006989763758440255,0.0012219712174496467
mom3m_XLE,0.007276528646356178,0.016961750347747877,0.00040293052503568633,0.012844619945916172,0.006405456515319061,0.02379102964573657,0.03225920822543476,0.01953237339281045,0.004940450424120686
mom3m_XLF,0.005411113650789327,0.022682420023836504,0.0021405237423868587,0.004000594252866559,0.03763609506904921,0.00905663718975449,0.00844511231498675,0.004444302349828757,0.011901990785659846
mom3m_XLI,0.01345329304500035,0.008665227322028278,0.018706585193173843,0.008003976294545639,0.006665482453182004,0.002539068442650044,0.0029663604764029947,0.0031510008390435505,0.006572123703444802
