,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
ma_ratio_XLB,0.005027188997304366,0.015520864252810627,0.003390231092449561,0.0023742159116358183,0.020445141963799218,0.0042513494343294584,0.006295274006186739,0.003420252115229492,0.001289375621443845
ma_ratio_XLE,0.021950003046638362,0.009719293877819626,0.0026023558781775665,0.005727459338056051,0.005087023031470075,0.011620989524704285,0.007634635999003719,0.006255175530647295,0.009230345814783398
ma_ratio_XLF,0.009150481039807413,9.183556250728637e-05,0.0014986712610595674,0.0021860515623442814,0.00539580022832864,0.001884640020803416,0.01933206932246844,0.0039554351254332204,0.0026965625580180545
ma_ratio_XLI,0.0102499653675697,7.741709760444847e-05,0.0023386320284130876,0.004137546442576083,0.01280598115207964,0.0041333143094857755,0.0031809580324996304,0.005566266822411704,0.0036062177867278483
ma_ratio_XLK,0.005811849366778409,0.00877017998147368,0.012979520314716605,0.0005383175017374387,0.011360613418940683,0.019168631545609882,0.014612739292852485,0.031946710921030894,0.01991649910821695
ma_ratio_XLP,0.0017044177473669558,0.0034634292447417027,0.03066993731437326,0.01592118522613304,0.008420691476168978,0.004074115559332929,0.014066450593513921,0.029362187045626154,0.0033703489373061277
ma_ratio_XLU,0.01031261420664815,0.016171254912569454,0.019691028243826448,0.012485914283735595,0.007960628245797427,0.0073900956544324095,0.009008551176198188,0.0077156720105504405,0.022651361710740944
ma_ratio_XLV,0.027669473014747998,0.02191775088187505,0.02341177566237996,0.023248307962181216,0.020067398007065366,0.020772026911224907,0.03743037578925606,0.010914511926685974,0.012796931402228835
ma_ratio_XLY,0.016719344841728073,0.017063054084142104,0.013456785694135904,0.010587697105326982,0.058998911177125975,0.019149714533437077,0.011640828930840482,0.013028710083967616,0.028092740778503177
mom12m_XLB,0.016754195006427317,0.016132330670660305,0.02098160141088291,0.03332608059123982,0.004433916308235828,0.007398161908609011,0.0033296648589878426,0.006386705021406723,0.004579359469413109
mom12m_XLE,0.023407695205797947,0.017673834307826278,0.008451461968009348,0.017862142808206825,0.023248900675124407,0.0021666444848164345,0.005405989177596663,0.012915696723830973,0.029966525691328478
mom12m_XLF,0.10128672568722012,0.16541240365631235,0.09232563826334236,0.1074896413924275,0.058182982296084484,0.11117224453859112,0.004620185978746881,0.049337406533219066,0.03775023056726106
mom12m_XLI,0.0028612989663759883,0.014470044970667123,0.00020198922205228047,0.009470805221742677,0.000944621722089802,0.00032447289379506494,0.006594011090334165,0.0017419505345198847,0.0031770736427169264
mom12m_XLK,0.009481689266611776,0.006640121209474113,0.0180613118934301,0.010682256171225292,0.0016544588862424236,0.00981535939998429,0.008536249319947372,0.0051316185777625575,0.005783794509206464
mom12m_XLP,0.01498948945085514,0.012495591198329555,0.007303328254325557,0.013485847210821508,0.013581770358711458,0.006576069943387589,0.006358720691389411,0.010879126177881011,0.03221576498014623
mom12m_XLU,0.026915827518909915,0.002081700189621491,0.008903633007785848,0.0038181495633459656,0.01030702918208413,0.008908440672889154,0.024972002752042068,0.05022923071887785,0.010494226598183375
mom12m_XLV,0.012051263453833271,0.004349949391034634,0.038032880379091104,0.00824487603750779,0.0014976158907723423,0.01673858011956934,0.0053992600676535316,0.035898586648741605,0.0027256651907337386
mom12m_XLY,0.02116835601938217,0.009573365970170134,0.014582211994207383,0.0008725931633706272,0.0017800950276976673,0.030294738557642666,0.017260958736539298,0.009962999021234471,0.003568249345287397
mom1m_XLB,0.04498832065287571,0.009630476420589276,0.013844262492937574,0.008558292840275917,0.013250932269103613,0.004065113224272181,0.013273711019483244,0.03153710178522061,0.021957933074577662
mom1m_XLE,0.026689809241834395,0.11595300100879717,0.1197128017877825,0.1001435638615275,0.01847094810401045,0.024492288681938455,0.038856248206138345,0.03309310180535243,0.021684397992193412
mom1m_XLF,0.02868052859118588,0.003229126539948056,0.011505797581914914,0.00881981841206299,0.009648232831739172,0.008054368572168506,0.044719949189792906,0.026163298676100198,0.002924884942721816
mom1m_XLI,0.015322124962761073,0.0087155005579852,0.021577519594371507,0.01619241510609506,0.010083121340036473,0.004507727437278336,0.018095686524148665,0.014892421919601976,9.385167703172018e-05
mom1m_XLK,0.007935617212587037,0.003224386685669911,0.00798258997129048,0.016403901124204794,0.024535493989236715,0.007177090544952188,0.009189588772431931,0.031059419029370518,0.016105651122945465
mom1m_XLP,0.005097651272128535,0.004279920379476986,0.007224316243284769,0.025732727227184067,0.005048052828235096,0.0012204775106889048,0.010519626518854016,0.017978209016161057,0.0037236594731028974
mom1m_XLU,0.00890998816620132,0.023192670506951014,0.027402096037804597,0.013439178538626362,0.018429801006891493,0.0036879410752071237,0.02626924256869559,0.04065979634799642,0.027754177909720592
mom1m_XLV,0.0016415673319748083,0.010819157146098358,0.006507967360809983,0.01849339069567986,0.008353616592287522,0.019937972970455724,0.006923045647211911,0.008466825205171159,0.014206262004348987
mom1m_XLY,0.016050296109879042,0.01881487526896884,0.003879166149078641,0.0035882208705970624,0.01600561675504155,0.0273667871710883,0.0370250966040096,0.012599899974130321,0.041819449500264054
mom3m_XLB,0.005801507880383413,0.010775313782494817,0.006495864308732201,0.0154952223237453,0.007363803873956442,0.015502920697892586,0.0018159835161797213,0.001541065439407032,0.004942438615645007
