,0
Total Return,119.17725508347252
Annualized Return,0.6554980025187422
Annualized Volatility,0.1681311949588153
Sharpe Ratio,3.898729219638927
Max Drawdown,-0.22570360498367725
Win Rate,0.9298245614035088
