Date,0
2016-01-31,1.0447931175702407
2016-02-29,1.1022068794382394
2016-03-31,1.1858335956025838
2016-04-30,1.2561888222685156
2016-05-31,1.2958852095022815
2016-06-30,1.3677905698311537
2016-07-31,1.43740455309111
2016-08-31,1.4751366077364858
2016-09-30,1.516191041696213
2016-10-31,1.5452637427890328
2016-11-30,1.6898672813003788
2016-12-31,1.7452812013296408
2017-01-31,1.8021080070525994
2017-02-28,1.8895757615079596
2017-03-31,1.9273215364450351
2017-04-30,1.960982235785494
2017-05-31,2.021709534154312
2017-06-30,2.1185574965538487
2017-07-31,2.1737410801519523
2017-08-31,2.2300783597202942
2017-09-30,2.3683994116775446
2017-10-31,2.4693202928827205
2017-11-30,2.563613732876692
2017-12-31,2.6414447267444827
2018-01-31,2.8104141863385332
2018-02-28,2.6768358056686528
2018-03-31,2.76354653408012
2018-04-30,2.9443999692660716
2018-05-31,3.0701133501832976
2018-06-30,3.1727308359510493
2018-07-31,3.3259371070638397
2018-08-31,3.484753357837094
2018-09-30,3.5639442850310803
2018-10-31,3.634826247919069
2018-11-30,3.8070549641774463
2018-12-31,3.469876136945358
2019-01-31,3.7657269728672356
2019-02-28,3.93513927262451
2019-03-31,4.070125142782709
2019-04-30,4.309505620783583
2019-05-31,4.036539619964819
2019-06-30,4.367217709596026
2019-07-31,4.47748339952504
2019-08-31,4.665946378756625
2019-09-30,4.825930247302161
2019-10-31,5.009009653891513
2019-11-30,5.221498280498984
2019-12-31,5.421879472299936
2020-01-31,5.724397869461107
2020-02-29,5.187009350209365
2020-03-31,4.432380842219166
2020-04-30,5.211990394422886
2020-05-31,5.489723298165407
2020-06-30,5.745051540519901
2020-07-31,6.110301504176101
2020-08-31,6.6042599278947085
2020-09-30,6.692014166717538
2020-10-31,7.0301085809375525
2020-11-30,8.189261608472139
2020-12-31,8.538973445774506
2021-01-31,8.780233143452286
2021-02-28,10.112501572665073
2021-03-31,10.859769891861088
2021-04-30,11.40169127797234
2021-05-31,11.898102845318444
2021-06-30,12.478266521365246
2021-07-31,12.921109671048042
2021-08-31,13.351822942638007
2021-09-30,14.54433861369089
2021-10-31,15.735819029712827
2021-11-30,16.3131513900944
2021-12-31,17.578128783233048
2022-01-31,20.8783841234322
2022-02-28,22.35431573309182
2022-03-31,23.914185289685367
2022-04-30,24.465635628603508
2022-05-31,27.181781308936827
2022-06-30,24.79287769470402
2022-07-31,27.536229012119584
2022-08-31,28.175922180709854
2022-09-30,25.700367816213564
2022-10-31,29.366892943999
2022-11-30,31.550990091544605
2022-12-31,30.09673978527713
2023-01-31,33.090141266273044
2023-02-28,33.226429370998375
2023-03-31,35.44709418030551
2023-04-30,36.53021659547214
2023-05-31,39.26164982719204
2023-06-30,42.73393483329175
2023-07-31,44.56659015315451
2023-08-31,45.30019017271538
2023-09-30,46.38889244491372
2023-10-31,46.96848333644491
2023-11-30,51.38846034106762
2023-12-31,53.987286378598846
2024-01-31,55.45007791468387
2024-02-29,58.508874447880004
2024-03-31,62.28121615235117
2024-04-30,63.315285634625255
2024-05-31,66.9308369125795
2024-06-30,70.8635005175896
2024-07-31,74.28373056054235
2024-08-31,77.65769807224143
2024-09-30,81.72292834906926
2024-10-31,83.43154273566589
2024-11-30,90.53013595467831
2024-12-31,91.53813501430763
2025-01-31,96.23931948346294
2025-02-28,99.70393612439707
2025-03-31,102.96640718750251
2025-04-30,104.30500253669366
2025-05-31,111.81905984529722
2025-06-30,120.1840167142488
