ticker,mse,rmse,r2
XLB,1.0439875593740556e-06,0.0010217570941148662,0.9996513033227046
XLE,6.782437164282068e-06,0.0026043112648610318,0.999102868588334
XLF,1.912317759428348e-06,0.0013828657778064898,0.9994211218794539
XLI,1.8613525342964345e-06,0.001364313942718623,0.9993730640399334
XLK,7.554695222605771e-07,0.0008691774975576491,0.9997555223459591
XLP,4.2557220379091433e-07,0.0006523589531775542,0.9996794298006816
XLU,1.061267309909515e-06,0.0010301782903505174,0.999457565744755
XLV,6.611135754074895e-07,0.000813088909903148,0.9996131651843622
XLY,1.1629893882295186e-06,0.0010784198571194424,0.9996688115303433
