date,SPY,IWM,EFA,EEM,AGG,BIL,SHY,IEF,TLT,TIP,LQD,HYG,GLD,DBC
2004-07-12,74.5388717651,41.8921928406,25.0526294708,11.3281173706,49.9439697266,,53.6533241272,46.1482734680,40.9599227905,51.0250778198,44.6321105957,,,
2004-07-13,74.5922164917,41.9483070374,24.9291267395,11.3797054291,49.8895416260,,53.6140136719,46.0491523743,40.8386917114,50.9502639771,44.5458908081,,,
2004-07-14,74.3654785156,41.7051658630,24.7879886627,11.2707977295,49.9192581177,,53.5943603516,46.0270805359,40.8532600403,50.9502639771,44.5664024353,,,
2004-07-15,73.8853683472,41.7986831665,24.4792423248,11.2120428085,49.8252754211,,53.5943603516,46.0050659180,40.8968734741,51.0550231934,44.4761047363,,,
2004-07-16,73.8253250122,41.3311233521,24.6768360138,11.3352851868,50.1566810608,,53.6992263794,46.4512672424,41.4397697449,51.3044319153,44.9071769714,,,
2004-07-19,73.5119171143,41.2787628174,24.6962432861,11.3180856705,50.0824699402,,53.6729927063,46.4402542114,41.4688873291,51.2794685364,44.9359550476,,,
2004-07-20,74.4455261230,42.0979194641,24.7085990906,11.3660955429,49.9489059448,,53.5746841431,46.1372833252,41.0956115723,50.9103431702,44.6279907227,,,
2004-07-21,73.0718154907,40.7775726318,24.1722583771,11.2349710464,49.8302230835,,53.5615768433,46.0381355286,40.9841384888,50.9702415466,44.6197853088,,,
2004-07-22,73.2718734741,40.8448829651,24.3028125763,11.2349710464,49.9390182495,,53.5746841431,46.0932159424,41.0423049927,51.0051155090,44.5171432495,,,
2004-07-23,72.6583938599,40.2613868713,23.8546943665,11.0415143967,50.0527839661,,53.5746841431,46.2033691406,41.1780242920,51.1198616028,44.7101364136,,,
2004-07-26,72.5183410645,39.7339973450,23.8546943665,10.9390516281,49.8203010559,,53.5353355408,46.0436134338,40.9841384888,50.9502639771,44.6855163574,,,
2004-07-27,73.1984863281,40.4745941162,24.0028896332,11.1475563049,49.7065620422,,53.4894714355,45.7186546326,40.4315414429,50.4714050293,44.3734512329,,,
2004-07-28,73.4185638428,40.4409141541,24.0346469879,11.1439752579,49.7807312012,,53.5222244263,45.7902641296,40.4363708496,50.6260185242,44.2420768738,,,
2004-07-29,73.7319869995,40.9197082520,24.0646324158,11.2134790421,49.6669616699,,53.5353355408,45.8342933655,40.5285148621,50.7657279968,44.4104270935,,,
2004-07-30,73.9120178223,41.1441230774,24.1528549194,11.1597385406,50.0329780579,,53.6140136719,46.1482734680,41.0035285950,51.0450630188,44.7265243530,,,
2004-08-02,74.0653991699,40.9945144653,24.2675266266,11.1038484573,50.0191078186,,53.6553802490,46.1941184998,41.0570449829,51.1001815796,44.8184623718,,,
2004-08-03,73.4919204712,40.4072570801,24.1087532043,11.1167497635,50.0886001587,,53.6685104370,46.3046989441,41.2224884033,51.2055130005,44.7689895630,,,
2004-08-04,73.4853057861,40.3736038208,24.1052131653,11.1274957657,50.1977272034,,53.6619682312,46.2770690918,41.2419204712,51.1754417419,44.8885192871,,,
2004-08-05,72.2849655151,39.6292495728,23.7470645905,11.0558433533,50.2325172424,,53.6947555542,46.4152183533,41.3587608337,51.3308639526,44.9709930420,,,
2004-08-06,71.2513504028,38.7988929749,23.7117881775,10.9755935669,50.5550231934,,53.8851623535,47.0507354736,42.0546455383,51.8774642944,45.3749313354,,,
2004-08-09,71.3513717651,38.6754760742,23.6853179932,11.0673055649,50.5897636414,,53.8786964417,46.8960113525,41.9086608887,51.8474006653,45.3831596375,,,
2004-08-10,72.2716293335,39.2814178467,23.8793869019,11.1919784546,50.4557723999,,53.7472953796,46.7026062012,41.7578125000,51.6468048096,45.2347984314,,,
2004-08-11,72.1249008179,39.2290496826,23.7999916077,11.0880842209,50.4905166626,,53.8326911926,46.8628692627,41.9378547668,51.8524627686,45.2018127441,,,
2004-08-12,71.3380508423,38.6642494202,23.5353603363,10.9641304016,50.5947227478,,53.8457832336,46.9236717224,42.0254249573,52.1483039856,45.2636222839,,,
2004-08-13,71.4781188965,38.6567497253,23.6765022278,10.9813261032,50.6939697266,,53.8983383179,47.0065498352,42.1616897583,52.3488388062,45.4450149536,,,
2004-08-16,72.2182769775,39.3188095093,23.9146766663,11.1310768127,50.6344528198,,53.8851623535,46.9568099976,42.0157165527,52.0881004333,45.3996467590,,,
2004-08-17,72.6250534058,39.5656814575,23.9323196411,11.2055969238,50.7832679749,,53.9377632141,47.1778602600,42.2541465759,52.1432685852,45.6469535828,,,
2004-08-18,73.3718948364,40.4110145569,24.1140346527,11.3381528854,50.6195297241,,53.9245834351,47.0230751038,42.0497550964,51.9376640320,45.5150794983,,,
2004-08-19,73.1585083008,40.0668830872,24.0575828552,11.3503332138,50.7882118225,,53.9574165344,47.1391906738,42.1519813538,52.2535705566,45.6758537292,,,
2004-08-20,73.6719741821,40.7775726318,24.1705017090,11.4069356918,50.6393547058,,53.9245834351,47.0451965332,42.1130447388,52.1934432983,45.5109710693,,,
2004-08-23,73.4853057861,40.6279525757,23.9746589661,11.4685592651,50.6542663574,,53.8786964417,46.8849601746,41.8697280884,51.9627151489,45.4244117737,,,
2004-08-24,73.5852966309,40.7401504517,23.9693698883,11.4355983734,50.6592330933,,53.9049491882,46.9291534424,41.8940734863,51.8674507141,45.3831596375,,,
2004-08-25,74.0854034424,40.9720535278,24.2234306335,11.5717363358,50.6641769409,,53.8851623535,46.9346885681,42.0400505066,51.8724670410,45.5974884033,,,
2004-08-26,74.0854034424,40.7326850891,24.2410621643,11.5874977112,50.7584762573,,53.9377632141,47.1391906738,42.2785072327,51.9577140808,45.6263694763,,,
2004-08-27,74.3188247681,41.0543556213,24.3028125763,11.5659980774,50.7932014465,,53.9180450439,47.0838966370,42.2492980957,51.9828186035,45.7335739136,,,
2004-08-30,73.7053070068,40.5867996216,24.2145957947,11.5036659241,50.8428573608,,53.9311485291,47.2496986389,42.4488410950,52.1131858826,45.9108047485,,,
2004-08-31,74.0920867920,40.5232086182,24.4404220581,11.5538225174,50.8428573608,,54.0099906921,47.4541816711,42.7115859985,52.4190788269,46.1045112610,,,
2004-09-01,74.2321243286,41.2376251221,24.4616012573,11.6491165161,51.0260200500,,54.0244827271,47.4463691711,42.7555732727,52.4271659851,46.0163955688,,,
2004-09-02,75.0723342896,41.9632606506,24.7174186707,11.7938556671,50.8219108582,,53.9389457703,47.1914100647,42.3354187012,52.1753540039,45.8218917847,,,
2004-09-03,74.7655639648,41.4994583130,24.3892650604,11.6684656143,50.7970046997,,53.8665809631,47.0638809204,42.3402938843,52.0897521973,45.4618644714,,,
2004-09-07,75.2590484619,42.0231018066,24.7297611237,11.7580299377,50.7920303345,,53.8665809631,47.0916328430,42.2962799072,51.9487838745,45.7184257507,,,
2004-09-08,75.0723342896,41.7986831665,24.7174186707,11.7508621216,50.9463844299,,53.9455108643,47.3632583618,42.6529693604,52.2005424500,45.9129295349,,,
2004-09-09,75.0056381226,42.1465492249,24.6380195618,11.7866878510,50.8966140747,,53.9521369934,47.2800903320,42.4917526245,52.0998344421,46.0081100464,,,
2004-09-10,75.3924179077,42.5355415344,24.8232746124,11.8984670639,51.0060768127,,53.9652633667,47.3743553162,42.5552215576,52.1099357605,45.9832916260,,,
2004-09-13,75.6391448975,42.7636985779,24.9114780426,12.0073757172,51.0558357239,,53.9717979431,47.4907646179,42.7409248352,52.2407836914,46.1405258179,,,
2004-09-14,75.7925186157,42.6776580811,24.9732360840,12.0030736923,51.1106262207,,53.9849815369,47.5018424988,42.7848777771,52.2509002686,46.1529579163,,,
2004-09-15,75.2190322876,42.4195823669,24.6150836945,11.9500522614,51.0807991028,,53.9521369934,47.4519653320,42.6871604919,52.0646400452,46.1529579163,,,
2004-09-16,75.4457550049,42.8759193420,24.7774066925,12.0998048782,51.2350921631,,54.0441703796,47.7124824524,43.1708564758,52.2156333923,46.4177780151,,,
2004-09-17,75.7664947510,42.8011054993,24.8585624695,12.1807746887,51.0210227966,,53.9783973694,47.5462074280,42.9559211731,52.1049003601,46.2440032959,,,
2004-09-20,75.3111953735,42.6103553772,24.7033023834,12.1929550171,51.2400436401,,54.0639305115,47.8178329468,43.2392997742,52.2911911011,46.4963874817,,,
2004-09-21,75.6392669678,42.9320182800,25.0896739960,12.3204908371,51.2251625061,,53.9849815369,47.8510742188,43.3662757874,52.2559700012,46.5129737854,,,
2004-09-22,74.6951293945,42.2063865662,24.6821289062,12.1342000961,51.3943519592,,54.0376052856,48.0450782776,43.8157920837,52.5530052185,46.6784667969,,,
2004-09-23,74.2933807373,42.1652221680,24.6150836945,12.1879367828,51.2400436401,,53.9717979431,47.8787918091,43.6399116516,52.3667182922,46.4922485352,,,
2004-09-24,74.6349105835,42.2420921326,24.6468448639,12.1535482407,51.2549819946,,53.9389457703,47.8732604980,43.6936416626,52.3113174438,46.4757003784,,,
2004-09-27,74.1594314575,41.7921943665,24.5233516693,12.0811786652,51.2400436401,,53.9717979431,48.0063095093,43.8841934204,52.5681152344,46.6370735168,,,
2004-09-28,74.5143280029,42.2908439636,24.7632904053,12.2309293747,51.3246612549,,54.0046997070,47.9563980103,43.7083015442,52.6889801025,46.6040000916,,,
2004-09-29,74.8892974854,42.6845207214,24.8585624695,12.2954187393,51.0310401917,,53.9389457703,47.6570625305,43.2832489014,52.4673957825,46.3846931458,,,
2004-09-30,74.8357391357,42.6845207214,24.9467735291,12.3599061966,51.1056785583,,53.9586524963,47.6071739197,43.1171379089,52.4623870850,46.2481269836,,,
2004-10-01,76.1013031006,43.7604980469,25.3349189758,12.5963525772,51.0143013000,,53.9204483032,47.4164276123,42.9017677307,52.2156333923,46.0432968140,,,
2004-10-04,76.2285079956,44.0079574585,25.3737239838,12.8113079071,51.0292816162,,53.9270210266,47.4331588745,42.9655494690,52.0897521973,46.0142440796,,,
2004-10-05,76.2687301636,43.9667282104,25.3878479004,12.7167234421,51.0242614746,,53.9336853027,47.4331588745,42.9655494690,52.2257270813,46.2053375244,,,
2004-10-06,76.7910079956,44.2516708374,25.4831123352,12.8636140823,50.9294395447,,53.8875312805,47.2774658203,42.7693023682,51.8883552551,46.0723686218,,,
2004-10-07,75.9673919678,43.5130653381,25.3084506989,12.7539863586,50.9294395447,,53.8677635193,47.1940727234,42.5828628540,51.9638710022,45.9727058411,,,
2004-10-08,75.3379592896,42.9656829834,25.4848690033,12.6608362198,51.1790351868,,54.0060615540,47.5943870544,43.1470794678,52.3919181824,46.4213600159,,,
2004-10-11,75.6459655762,43.1681671143,25.5466232300,12.7267589569,51.2289848328,,54.0455932617,47.6722221375,43.1911849976,52.5278358459,46.4628868103,,,
2004-10-12,75.3513412476,43.0669250488,25.2555236816,12.5261354446,51.1790351868,,54.0587730408,47.6722221375,43.2893257141,52.5178031921,46.4877815247,,,
2004-10-13,74.6884078979,42.4408073425,25.0790958405,12.3563184738,51.2539176941,,54.0983619690,47.8445663452,43.4462852478,52.6285476685,46.6664390564,,,
2004-10-14,74.0857696533,42.1633796692,24.9467735291,12.1879367828,51.4985923767,,54.1115684509,48.0113487244,43.6523513794,52.7292633057,46.8575019836,,,
2004-10-15,74.5009613037,42.5982856750,25.2308120728,12.3505859375,51.4037246704,,54.0917549133,47.8501281738,43.5002784729,52.7292633057,46.6498031616,,,
2004-10-18,74.7821731567,42.7782325745,25.3313846588,12.4817104340,51.3588066101,,54.0983619690,47.9224319458,43.5198822021,52.7191810608,46.7287483215,,,
2004-10-19,74.1527481079,42.3358345032,25.2819862366,12.4215183258,51.3838043213,,54.0786018372,47.9057426453,43.6327247620,52.7292633057,46.7204589844,,,
2004-10-20,74.0054244995,42.5570335388,25.3790130615,12.3434228897,51.5635108948,,54.1246948242,48.1225471497,43.9319801331,52.9608726501,46.8740997314,,,
2004-10-21,74.4875564575,43.0969085693,25.5272159576,12.5211153030,51.4337272644,,54.0587730408,48.0558586121,43.9614143372,53.1169776917,46.8326110840,,,
2004-10-22,73.6505355835,42.3620605469,25.3702087402,12.4315528870,51.5585517883,,54.1115684509,48.1893005371,44.0644531250,53.1220169067,46.7951889038,,,
2004-10-25,73.5634918213,42.8157386780,25.3437290192,12.4652309418,51.6184463501,,54.1312637329,48.2449111938,44.0987815857,53.1119003296,46.8990516663,,,
2004-10-26,74.6884078979,43.3780937195,25.4848690033,12.5103673935,51.4686393738,,54.1246948242,48.1615028381,43.9663162231,53.0817146301,46.8492012024,,,
2004-10-27,75.5857086182,43.8017501831,25.7495136261,12.7253246307,51.3538017273,,54.0522537231,47.8668098450,43.5346031189,52.6687965393,46.5667648315,,,
2004-10-28,75.8133544922,43.6405410767,25.8200874329,12.6622686386,51.4137268066,,54.0719795227,47.9390792847,43.6768875122,52.9105339050,46.6456413269,,,
2004-10-29,75.7999801636,43.5618209839,25.8200874329,12.7117128372,51.5485458374,,54.1180686951,48.0781021118,43.8780326843,53.0363922119,46.7951889038,,,
2004-11-01,76.0075454712,43.9067306519,25.8641910553,12.8062896729,51.4379119873,,54.0837821960,47.8410453796,43.6051177979,52.8488082886,46.5996398926,,,
2004-11-02,76.0343704224,43.7342910767,26.0653209686,12.8356685638,51.3928413391,,54.1101379395,47.9581985474,43.6691818237,53.1412963867,46.6704978943,,,
2004-11-03,76.9918899536,44.4391136169,26.3740730286,13.0226802826,51.5029830933,,54.1035766602,47.9414558411,43.6888504028,53.1816596985,46.5787963867,,,
2004-11-04,78.0431671143,44.9827613831,26.7428073883,13.2197160721,51.4579010010,,54.0573921204,47.9135742188,43.7332077026,53.0555534363,46.7789306641,,,
2004-11-05,78.5320129395,45.1852111816,26.8680610657,13.2698774338,51.3277587891,,53.9188156128,47.5566291809,43.2553710938,52.8084182739,46.5787963867,,,
2004-11-08,78.4181747437,45.0277404785,26.6810531616,13.1201305389,51.1425209045,,53.8924140930,47.4897079468,43.1026649475,52.7429084778,46.3827857971,,,
2004-11-09,78.2641372681,45.1889572144,26.6140060425,13.2046766281,51.2626457214,,53.9320144653,47.5008735657,43.0780258179,52.6722984314,46.3911399841,,,
2004-11-10,78.3244171143,45.5151214600,26.5628414154,13.2197160721,51.2025680542,,53.8660087585,47.4060630798,42.9154586792,52.5865440369,46.3494415283,,,
2004-11-11,78.9203567505,45.9650535583,26.8521842957,13.3701906204,51.2526359558,,53.9056015015,47.3949127197,42.8218727112,52.7176513672,46.3536071777,,,
2004-11-12,79.5431289673,46.4336929321,27.1697425842,13.5958900452,51.3127441406,,53.8924140930,47.5733757019,43.2849578857,52.8185272217,46.5871124268,,,
2004-11-15,79.7385482788,46.6961364746,27.1962165833,13.6087884903,51.3377418518,,53.8924140930,47.5956687927,43.3243637085,53.0152206421,46.6037940979,,,
2004-11-16,79.1676712036,46.2837219238,26.9668636322,13.4533042908,51.2877082825,,53.8528366089,47.5454826355,43.3243637085,52.9900054932,46.5787963867,,,
2004-11-17,79.6377716064,46.5311584473,27.3108978271,13.7571077347,51.4179039001,,53.9320144653,47.7964553833,43.6937866211,53.1765861511,46.8373031616,,,
2004-11-18,79.7452392578,46.4599342346,27.2491359711,13.7821865082,51.4379119873,,53.9254341125,47.8354682922,43.8267784119,53.2522583008,46.9124069214,,44.3800010681,
2004-11-19,78.8587265015,45.9650535583,27.0727233887,13.5851469040,51.3327598572,,53.8396568298,47.5733757019,43.4770393372,53.1060104370,46.6663322449,,44.7799987793,
2004-11-22,79.2348251343,46.4524230957,27.1520996094,13.6381654739,51.4128913879,,53.8528366089,47.6068382263,43.7036476135,53.3430557251,46.6455307007,,44.9500007629,
2004-11-23,79.3557510376,46.7411384583,27.2050399780,13.6618118286,51.3828353882,,53.8462448120,47.5621910095,43.7578086853,53.2422103882,46.7038955688,,44.7500000000,
2004-11-24,79.5438156128,47.0223083496,27.3285350800,13.8072643280,51.4328994751,,53.8396568298,47.6291313171,43.7578086853,53.3834075928,46.6996994019,,45.0499992371,
2004-11-26,79.4833145142,47.0523109436,27.4873199463,14.0365486145,51.2826614380,,53.7868652344,47.4562339783,43.4720993042,53.1715507507,46.5329246521,,45.2900009155,
2004-11-29,79.1206665039,47.2210044861,27.5755310059,13.9505672455,51.1425209045,,53.7934570312,47.1718177795,43.0090751648,52.9294776917,46.1659431458,,45.4000015259,
2004-11-30,79.1744232178,47.5696907043,27.3902835846,13.9763622284,51.1675300598,,53.8065986633,47.1271743774,42.8268127441,52.8638992310,46.2243385315,,45.1199989319,
2004-12-01,80.0743713379,48.0120964050,27.8666477203,14.0831232071,50.9757080078,,53.8430252075,47.1115570068,42.7600479126,52.7744026184,46.1967391968,,45.3800010681,
2004-12-02,80.1415100098,47.9446144104,27.8225250244,14.0623483658,51.0711402893,,53.8231391907,47.0052604675,42.5869331360,52.6480140686,46.0502052307,,44.9500007629,
2004-12-03,80.0877532959,47.8546257019,27.9883766174,14.1261157990,51.3673934937,,53.9421539307,47.4751548767,43.2497177124,53.0929527283,46.3097229004,,45.5999984741,
2004-12-06,80.0609283447,47.6296997070,27.8172416687,14.1060533524,51.4226531982,,53.9487380981,47.5646781921,43.3981018066,53.2194175720,46.4394912720,,45.1699981689,
2004-12-07,79.3154373169,46.7936096191,27.6655158997,13.8896646500,51.4929466248,,53.9487380981,47.5590705872,43.4525260925,53.2396545410,46.5483589172,,45.1100006104,
2004-12-08,79.7788467407,47.3147430420,27.6461067200,13.8165817261,51.6687011719,,53.9685668945,47.9115486145,44.1301841736,53.6036720276,46.7074203491,,44.0099983215,
2004-12-09,80.0609283447,46.9548339844,27.5314273834,13.5915937424,51.5983963013,,53.9619903564,47.7996597290,43.8383064270,53.4772720337,46.8162307739,,43.7799987793,
2004-12-10,80.1415100098,47.3147430420,27.2614879608,13.5779838562,51.5331573486,,53.9685668945,47.8723945618,43.9471244812,53.3964042664,46.8371543884,,43.4399986267,
2004-12-13,80.8399658203,47.8321342468,27.6725749969,13.7843351364,51.6084442139,,53.9289016724,47.9059638977,44.0410804749,53.4924316406,46.9292640686,,43.9099998474,
2004-12-14,81.1220779419,48.0908393860,27.6813907623,13.9111614227,51.6586456299,,53.9421539307,47.9898567200,44.2141990662,53.5986289978,46.9501838684,,43.5499992371,
2004-12-15,81.1824645996,48.4919853210,27.8490066528,14.1039009094,51.7741584778,,53.9950332642,48.1632766724,44.6148757935,53.9626960754,47.2013359070,,43.9900016785,
2004-12-16,81.1354598999,48.1133155823,27.6725749969,14.0329637527,51.5732803345,,53.9355354309,47.7940368652,43.9570083618,53.6239318848,46.7952880859,,43.6800003052,
2004-12-17,80.5942993164,47.9183769226,27.5931663513,14.0007238388,51.4477310181,,53.9157257080,47.7325134277,43.8976974487,53.6744613647,46.8455238342,,44.1899986267,
2004-12-20,80.6145477295,47.8621292114,27.8454666138,14.1834363937,51.4979743958,,53.9157257080,47.7884407043,43.9767646790,53.7958183289,46.8120384216,,44.3400001526,
2004-12-21,81.2353363037,48.3682556152,28.0413055420,14.3195753098,51.4979743958,,53.9223022461,47.8555717468,44.1103477478,54.1093559265,46.8329696655,,44.2200012207,
2004-12-22,81.4310226440,48.4620056152,28.0836467743,14.3159961700,51.6084442139,,53.9223022461,47.8052444458,43.9619712830,53.8767395020,46.8832206726,,44.0200004578,
2004-12-23,81.4917449951,48.5864753723,28.2679786682,14.4133987427,51.6335296631,,53.9090957642,47.7436904907,43.8184967041,53.9626960754,46.9669303894,,44.2700004578,
2004-12-27,81.3230514526,48.2743072510,28.4901027679,14.4025201797,51.4376869202,,53.8759956360,47.5423316956,43.4772186279,53.7907905579,46.7157592773,,44.4799995422,
2004-12-28,81.7683639526,48.9137077332,28.6799964905,14.4772214890,51.4126014709,,53.8958778381,47.5367279053,43.4426193237,53.6947059631,46.7660369873,,44.3699989319,
2004-12-29,81.8898773193,48.9099540710,28.5420608521,14.5570011139,51.4026184082,,53.8892631531,47.4416122437,43.3981018066,53.5632438660,46.6948280334,,43.6599998474,
2004-12-30,81.7346572876,48.7369422913,28.5456428528,14.5200090408,51.5079956055,,53.9090957642,47.6205978394,43.6899642944,53.7048225403,46.8622436523,,43.8300018311,
2004-12-31,81.5592041016,48.7068176270,28.7068729401,14.6396818161,51.5754966736,,53.9315872192,47.6772804260,43.9654998779,53.7938156128,46.8673477173,,43.7999992371,
2005-01-03,81.1746139526,48.0749816895,28.5008563995,14.4873733521,51.5754966736,,53.9382781982,47.7726974487,44.0598068237,53.7785263062,47.1698532104,,43.0200004578,
2005-01-04,80.1826782227,47.0444335938,27.9544849396,14.0413303375,51.5251312256,,53.8189926147,47.4752540588,43.5981063843,53.4074058533,46.9051589966,,42.7400016785,
2005-01-05,79.6293945312,46.1041259766,27.9365711212,13.8694362640,51.5049438477,,53.8322486877,47.5538444519,43.8314323425,53.3464164734,46.9429626465,,42.6699981689,
2005-01-06,80.0342483521,46.3486175537,27.9365711212,13.8600120544,51.5402565002,,53.8587112427,47.5987548828,43.8612174988,53.4328308105,46.9765853882,,42.1500015259,
2005-01-07,79.9195327759,45.8333358765,27.8111686707,13.8868455887,51.5251312256,,53.8653678894,47.5594482422,43.9605178833,53.2955322266,46.9555664062,,41.8400001526,
2005-01-10,80.2974090576,46.2997169495,27.9365711212,13.9042558670,51.4999084473,,53.8322486877,47.5538444519,44.0300254822,53.3311386108,46.8757362366,,41.9500007629,
2005-01-11,79.7441024780,45.7355461121,27.8828277588,13.8781452179,51.5704727173,,53.8454895020,47.6492538452,44.2882118225,53.3819885254,46.9849929810,,42.2099990845,
2005-01-12,80.0072402954,45.9236106873,28.1067543030,14.0485782623,51.6460113525,,53.8521690369,47.7221870422,44.3477668762,53.5700912476,47.0311965942,,42.5999984741,
2005-01-13,79.3662185669,45.7844543457,27.8649120331,13.9905595779,51.7719345093,,53.9183731079,47.9130287170,44.7747993469,53.7073554993,47.1572723389,,42.5999984741,
2005-01-14,79.7845840454,46.2207298279,27.9992675781,14.2407751083,51.5856056213,,53.8918991089,47.8849487305,44.7698440552,53.7124595642,47.2119216919,,42.3199996948,
2005-01-18,80.6145477295,46.7698745728,28.0207767487,14.2153949738,51.7215766907,,53.8719635010,47.8681144714,44.9187698364,53.7124595642,47.2371559143,,42.3199996948,
2005-01-19,79.7711029053,46.1003799438,27.7305641174,14.0195722580,51.7971038818,,53.8786621094,47.8961830139,45.0478630066,53.6615753174,47.3085937500,,42.2599983215,
2005-01-20,79.2852478027,45.8258018494,27.5460510254,13.8455038071,51.8676223755,,53.9250030518,47.9803733826,45.1372756958,53.6870193481,47.2244873047,,42.2500000000,
2005-01-21,78.7994384766,45.7204856873,27.6553306580,14.0340728760,51.8928146362,,53.9779739380,48.0757713318,45.1869087219,53.7632637024,47.3295783997,,42.7400016785,
2005-01-24,78.6442108154,45.3707160950,27.7036838531,14.0123224258,51.9028968811,,53.9448852539,48.0701675415,45.3805541992,53.8547935486,47.4136238098,,42.7700004578,
2005-01-25,78.8669204712,45.4873085022,27.7126502991,14.1392459869,51.8121986389,,53.9250030518,47.8905525208,44.9535446167,53.5090789795,47.2539253235,,42.2400016785,
2005-01-26,79.1030578613,46.0928497314,28.0476379395,14.3459434509,51.7870101929,,53.9051017761,47.9017944336,45.0379257202,53.5751724243,47.2707443237,,42.6899986267,
2005-01-27,79.2380142212,46.2245063782,28.0888442993,14.3597259521,51.7165298462,,53.8918991089,47.8288154602,44.9535446167,53.5599174500,47.1698532104,,42.6199989319,
2005-01-28,79.2380142212,46.1868934631,28.0261459351,14.3727855682,51.8928146362,,53.9183731079,48.0757713318,45.4053764343,53.7683753967,47.4429969788,,42.6899986267,
2005-01-31,79.7306137085,46.7284851074,28.1604957581,14.5620775223,51.8273315430,,53.9117202759,48.0926513672,45.5344200134,53.7989082336,47.4429969788,,42.2200012207,
2005-02-01,80.2366867065,46.9917602539,28.3360500336,14.6868276596,51.8824424744,,53.9256744385,48.0594177246,45.4621582031,53.7082061768,47.4333457947,,42.0999984741,
2005-02-02,80.4795913696,47.3490791321,28.3754615784,14.7332429886,51.9227981567,,53.9057426453,48.0650138855,45.5668411255,53.6165771484,47.3911666870,,42.1599998474,
2005-02-03,80.2704315186,47.0895500183,28.2214012146,14.7180118561,51.8571357727,,53.8725738525,47.9862022400,45.5419197083,53.5249595642,47.4502258301,,41.6800003052,
2005-02-04,81.1273727417,47.6838188171,28.3665046692,14.9479217529,52.0743598938,,53.9256744385,48.2339019775,46.1748428345,53.8711662292,47.6020545959,,41.4700012207,
2005-02-07,81.0194015503,47.6725311279,28.1873703003,14.9950656891,52.0844726562,,53.9123802185,48.3296279907,46.5187454224,54.0493850708,47.6189537048,,41.2700004578,
2005-02-08,81.1138534546,47.7891235352,28.1873703003,15.0240812302,52.1147651672,,53.8924903870,48.3746643066,46.7828750610,54.3141593933,47.7918472290,,41.2599983215,
2005-02-09,80.5065841675,46.7698745728,28.1157054901,14.9754819870,52.2562446594,,53.9920654297,48.6111259460,46.9075279236,54.6094779968,47.9605827332,,41.3100013733,
2005-02-10,80.7967071533,46.8526039124,28.4077072144,15.0480108261,51.9885063171,,53.9522552490,48.3070983887,46.2745323181,54.2937812805,47.7918472290,,41.7500000000,
2005-02-11,81.4917449951,47.6161117554,28.6047534943,15.1945171356,52.0591964722,,53.9256744385,48.2452011108,46.2446441650,54.3192558289,47.6526756287,,42.0800018311,
2005-02-14,81.4310226440,47.5747261047,28.8268928528,15.3033056259,52.0693130493,,53.8991203308,48.3070983887,46.3891716003,54.5229225159,47.7327919006,,42.5499992371,
2005-02-15,81.7346572876,47.6161117554,29.0203571320,15.3395757675,51.9682540894,,53.9057426453,48.2339019775,46.1548919678,54.2377777100,47.6610794067,,42.5800018311,
2005-02-16,81.7886428833,47.7590484619,28.7641830444,15.2924327850,51.9076309204,,53.8792266846,48.0594177246,45.9804878235,54.0951843262,47.4333457947,,42.5200004578,
2005-02-17,81.1273727417,47.3377952576,28.8232994080,15.2670440674,51.8824424744,,53.9057426453,47.9524765015,45.6914062500,54.0290184021,47.3278503418,,42.7299995422,
2005-02-18,81.2353363037,47.2211990356,28.9666175842,15.4548892975,51.8975753784,,53.8327789307,47.7104034424,45.2827262878,53.9730300903,47.2477264404,,42.7500000000,
2005-02-22,80.0274810791,46.2997169495,28.8985462189,15.3983192444,51.7510719299,,53.8527069092,47.7160339355,45.0833892822,53.8202514648,47.2055244446,,43.5699996948,
2005-02-23,80.6010665894,46.5742835999,28.9128704071,15.4693946838,51.7763175964,,53.8460121155,47.7554206848,45.2329139709,53.9373626709,47.2730178833,,43.4199981689,
2005-02-24,81.1341094971,47.0105819702,28.9576606750,15.7094621658,51.7258300781,,53.8327789307,47.6766128540,45.1332664490,53.8202514648,47.1802291870,,43.3300018311,
2005-02-25,81.9370880127,47.7928848267,29.2944450378,15.9988498688,51.7712516785,,53.8062477112,47.7441749573,45.3525314331,53.7948188782,47.2645874023,,43.5000000000,
2005-02-28,81.3972702026,47.4957504272,29.2263622284,15.9720077515,51.6348686218,,53.7730140686,47.4345169067,44.8641395569,53.5147399902,46.9988479614,,43.5299987793,
2005-03-01,81.8021392822,47.8605995178,29.3875808716,16.0169773102,51.5979156494,,53.7617416382,47.4350929260,44.8501243591,53.5401954651,46.9899444580,,43.2200012207,
2005-03-02,81.7616271973,47.7740745544,29.1672515869,15.7529764175,51.5320320129,,53.7949409485,47.4294433594,44.7901268005,53.6012954712,47.0069274902,,43.2500000000,
2005-03-03,81.7953796387,47.8154640198,29.1815795898,15.7964973450,51.5725631714,,53.8148994446,47.4012107849,44.7651367188,53.6777153015,47.0026435852,,42.9700012207,
2005-03-04,82.8142623901,48.4021911621,29.6921195984,15.9850692749,51.7194747925,,53.8148994446,47.6157531738,45.2500991821,53.8966331482,47.1551017761,,43.3800010681,
2005-03-07,82.8547668457,48.2818336487,29.5667247772,16.0902252197,51.7346382141,,53.7949409485,47.6269950867,45.4300727844,54.0493850708,47.2905998230,,43.4700012207,
